,Song Name,Clust
1940,Agadoo - original,6
1941,Achy Breaky Heart,6
1942,Jenny from the Block - Track Masters Remix,6
1943,Look At Me,0
1944,(Everything I Do) I Do It For You,7
1945,Against All Odds (Take a Look at Me Now),6
1946,Anyone Can Fall In Love,1
1947,There's No One Quite Like Grandma - 2003 Remastered Version,6
1948,Earth Song - Remastered Version,7
1949,The Lady In Red,0
1950,"My Heart Will Go On (Love Theme from ""Titanic"")",0
1951,Can I Touch You...There?,3
1952,Lucky,6
1953,Believe,1
1954,Macarena,0
1955,Boys,1
1956,Shaddap You Face,6
1957,Ice Ice Baby,0
1958,Touch Me (I Want Your Body),1
1959,Grandad,6
1960,Puppy Love,6
1961,Girl You Know It's True,6
1962,Mysterious Girl,1
1963,Every Loser Wins,6
1964,MMMBop,0
1965,I'd Do Anything For Love (But I Won't Do That),3
1966,"To Roz Bikini (Itsy, Bitsy, Teenie, Weenie)",5
1967,Hoochie Mama,6
1968,Rockstar,0
1969,Miracles,3
1970,Fuck You Bitch,6
1971,Fog On the Tyne,6
1972,Cha Cha Slide,1
1973,How You Remind Me - LP Mix,1
1974,Burn It To The Ground,1
1975,If Today Was Your Last Day,0
1976,When We Stand Together,6
1977,Fuck Kd,5
1978,Now I Do What I Want,6
1979,300 Violin Orchestra,6
1980,Shape of You (Major Lazer Remix) [feat. Nyla & Kranium],6
1981,Party Monster,0
1982,U got 2 believe,1
1983,Sah,1
1984,Oh Devil,1
1985,Shut Up and Dance,6
1986,Anna Sun,3
1987,Work This Body,6
1988,Tightrope,1
1989,Different Colors,1
1990,Avalanche,1
1991,Jenny,0
1992,Portugal,1
1993,Quesadilla,6
1994,Aquaman,1
1995,Paris - Pegboard Nerds Remix,6
1996,Quit You - Wuki Remix,0
1997,Don't Let Me Down - Zomboy Remix,0
1998,Faded - Slushii Remix,1
1999,Can't Get Enough - Pegboard Nerds Remix,0
2000,Light - Loosid Remix,1
2001,Something Just Like This - ARMNHMR Remix,1
2002,Without U,1
2003,Hold Up,6
2004,Phone Down - Dodge & Fuski Remix,6
2005,Spoon Me - Slushii Remix,1
2006,Scared To Be Lonely (Conro Remix),6
2007,Let It Go - Scott Melker & Mister Gray Remix,3
2008,"Call On Me - EDWYNN X TIKAL, Spirix Remix",5
2009,Aamon,1
2010,Hey Baby - Steve Aoki Remix,6
2011,Brightside - Borgeous Remix,0
2012,Like A Bitch - Kill The Noise Remix,0
2013,Candy,6
2014,Habit - Dack Janiels & Wenzday Remix,6
2015,First Contact,6
2016,I Wanna Get Better,6
